App ID,App Name,Category,Rating,Number of Reviews,Installs,Size (MB),Price (USD),Content Rating,Type,Developer Name,Last Updated,Android Version,Current Version,In-App Purchases,Ad Supported,App Revenue (USD),User Engagement Score
app88655,App_4767,Health & Fitness,3.9,167015,9007068,356.06,5.55,Everyone 10+,Paid,Developer F,2024-06-06,4.1 and up,2.5,No,Yes,58410328.81,1.49
app22943,App_5823,Shopping,3.1,499523,1654369,111.34,16.27,Everyone,Paid,Developer G,2024-10-14,10.0 and up,7.4,No,Yes,28032733.06,9.41
app27380,App_4566,Finance,3.2,441667,2802690,359.22,1.23,Everyone 10+,Paid,Developer J,2024-11-16,7.0 and up,4.0,Yes,Yes,3896166.52,8.39
app92088,App_5812,Education,2.8,470163,5046246,207.76,8.11,Everyone 10+,Paid,Developer C,2024-04-30,4.1 and up,7.4,No,Yes,40994538.72,1.74
app65928,App_5695,Social,4.8,110201,6546186,143.17,0.0,Teen,Free,Developer H,2024-07-26,7.0 and up,6.3,Yes,Yes,2919102.47,3.01
app36849,App_8085,Social,1.7,127560,1537938,373.75,0.0,Mature 17+,Free,Developer I,2024-02-13,6.0 and up,4.0,No,No,274416.45,1.5
app40132,App_3631,Music,1.1,330298,8617876,189.42,0.0,Mature 17+,Free,Developer D,2024-01-28,7.0 and up,3.2,Yes,Yes,380969.21,8.1
app91252,App_6351,Finance,3.8,249028,1391384,250.48,0.0,Teen,Free,Developer D,2024-10-30,4.1 and up,3.2,Yes,No,0.0,6.09
app99533,App_2782,Travel,4.1,259244,5374052,442.02,4.55,Everyone 10+,Paid,Developer I,2024-11-21,4.1 and up,2.5,Yes,Yes,25367641.15,1.4
app50661,App_8371,Education,2.8,256024,2288483,309.84,2.88,Teen,Paid,Developer C,2024-11-19,10.0 and up,7.4,Yes,No,6702990.5,9.78
app37742,App_5182,Finance,4.7,23731,3710071,270.2,18.91,Teen,Paid,Developer C,2024-04-14,10.0 and up,4.0,No,No,71643007.17,4.68
app15553,App_8995,Finance,1.7,42648,3251732,329.94,9.41,Teen,Paid,Developer F,2024-04-15,10.0 and up,2.5,No,Yes,31430016.35,6.69
app78219,App_2569,Health & Fitness,1.6,394625,6324614,182.54,2.97,Everyone,Paid,Developer A,2024-10-17,6.0 and up,1.0,No,Yes,20464362.83,7.74
app23096,App_6265,Productivity,4.3,344568,9238497,173.92,5.95,Mature 17+,Paid,Developer F,2024-12-04,4.1 and up,4.0,Yes,No,57518795.84,7.82
app25058,App_2055,Education,1.4,441440,9122313,185.67,18.99,Everyone 10+,Paid,Developer D,2024-02-27,10.0 and up,7.4,Yes,Yes,176718843.08,3.39
app62503,App_7518,Health & Fitness,2.4,418651,6880308,324.05,0.0,Mature 17+,Free,Developer D,2024-05-01,5.0 and up,1.0,Yes,No,5520191.55,6.62
app91970,App_8278,Travel,1.5,46114,7718562,321.64,0.0,Everyone 10+,Free,Developer A,2024-09-29,8.0 and up,3.2,No,No,1917613.08,7.48
app84403,App_3091,Travel,2.8,200999,9808098,367.8,0.0,Teen,Free,Developer J,2024-08-04,7.0 and up,5.1,Yes,Yes,5049794.3,1.33
app87124,App_9449,Shopping,1.1,366857,2232344,302.65,2.21,Mature 17+,Paid,Developer A,2024-01-14,7.0 and up,1.0,No,Yes,6251236.86,1.13
app66624,App_5027,Music,2.4,18884,9720460,412.08,0.0,Teen,Free,Developer H,2024-06-26,10.0 and up,3.2,No,Yes,4471426.56,3.17
app69517,App_8014,Finance,3.1,107482,8722920,476.45,8.53,Teen,Paid,Developer C,2024-08-23,6.0 and up,6.3,Yes,No,76510817.56,5.5
app90664,App_9987,Shopping,2.1,234332,8437922,274.87,3.62,Teen,Paid,Developer D,2024-11-19,10.0 and up,4.0,No,Yes,36487158.41,2.47
app81737,App_7834,Music,1.3,487344,737578,375.83,15.72,Mature 17+,Paid,Developer D,2024-03-21,4.1 and up,2.5,No,Yes,11659339.39,9.89
app77448,App_2753,Social,2.8,471572,5713736,210.02,0.0,Mature 17+,Free,Developer C,2024-08-19,6.0 and up,2.5,No,Yes,2887638.43,1.62
app30679,App_9429,Health & Fitness,1.8,2544,2777636,79.58,0.0,Teen,Free,Developer H,2024-10-21,10.0 and up,5.1,No,No,1912075.68,8.88
app61927,App_7239,Music,2.1,158026,9570028,327.86,12.9,Teen,Paid,Developer H,2024-10-07,6.0 and up,4.0,Yes,Yes,128624268.09,1.33
app78506,App_6476,Music,4.5,224180,8611946,18.89,14.99,Everyone 10+,Paid,Developer J,2024-07-21,6.0 and up,5.1,Yes,No,130110627.84,1.34
app21287,App_4721,Music,4.1,170556,8819961,467.02,7.3,Mature 17+,Paid,Developer G,2024-11-02,5.0 and up,3.2,Yes,No,66774543.63,2.31
app78106,App_9036,Education,3.8,8652,7014677,98.01,0.0,Mature 17+,Free,Developer F,2024-05-16,6.0 and up,1.0,Yes,No,36135.79,4.69
app12202,App_8502,Social,3.1,37839,8171662,253.07,0.0,Everyone 10+,Free,Developer I,2024-10-05,4.1 and up,2.5,Yes,No,5217885.57,4.21
app51406,App_9828,Social,4.3,424415,2891372,123.38,0.0,Everyone,Free,Developer D,2024-05-05,5.0 and up,3.2,No,No,932188.88,9.5
app85394,App_7703,Health & Fitness,3.0,304273,6591660,90.4,0.0,Mature 17+,Free,Developer C,2024-12-19,8.0 and up,5.1,Yes,Yes,2926387.97,9.69
app54612,App_6723,Music,4.1,379555,5292361,483.97,0.0,Mature 17+,Free,Developer I,2024-03-17,9.0 and up,6.3,Yes,No,317048.77,4.34
app14600,App_8504,Music,3.4,232083,6195635,263.2,0.0,Teen,Free,Developer D,2024-08-12,4.1 and up,4.0,Yes,No,544671.3,6.4
app28770,App_8191,Game,2.9,89889,8845785,291.58,0.0,Mature 17+,Free,Developer B,2024-08-13,7.0 and up,3.2,Yes,Yes,965114.36,4.24
app57369,App_4100,Social,3.4,274020,9961369,135.88,0.0,Mature 17+,Free,Developer F,2024-03-15,8.0 and up,6.3,Yes,Yes,8420362.9,8.78
app76511,App_9982,Shopping,2.2,80110,165952,115.88,10.24,Everyone 10+,Paid,Developer F,2024-10-24,10.0 and up,5.1,Yes,No,1760236.76,1.75
app81077,App_2580,Game,2.2,339233,4011152,330.63,0.0,Everyone,Free,Developer H,2024-06-23,7.0 and up,6.3,No,No,76099.39,1.66
app29827,App_3924,Social,1.7,50335,681326,20.67,15.41,Everyone,Paid,Developer C,2024-02-28,5.0 and up,3.2,No,Yes,10580333.92,3.46
app95299,App_6462,Productivity,4.8,24305,765340,263.56,0.0,Everyone,Free,Developer D,2024-04-01,7.0 and up,7.4,No,No,0.0,9.4
app19255,App_9773,Productivity,3.2,175002,9619957,228.64,0.0,Mature 17+,Free,Developer D,2024-09-29,9.0 and up,7.4,No,No,343866.1,7.34
app10106,App_1052,Photography,4.4,370562,9425274,375.53,12.5,Everyone,Paid,Developer A,2024-11-15,7.0 and up,1.0,Yes,No,123844445.74,6.65
app18545,App_8180,Shopping,4.4,39188,8636524,8.1,1.34,Teen,Paid,Developer B,2024-01-13,5.0 and up,2.5,No,Yes,17369467.34,2.34
app46088,App_6436,Travel,1.9,476996,8420227,434.05,0.0,Everyone 10+,Free,Developer F,2024-05-29,9.0 and up,2.5,Yes,No,260861.01,5.37
app77488,App_1555,Social,5.0,21866,9986270,176.5,14.84,Everyone,Paid,Developer B,2024-08-20,7.0 and up,5.1,No,No,149885879.26,5.84
app32745,App_1368,Shopping,2.1,57510,7935323,202.39,8.6,Mature 17+,Paid,Developer H,2024-09-19,4.1 and up,3.2,No,No,68243777.8,4.41
app97947,App_2529,Music,1.5,106785,6780525,279.01,0.0,Teen,Free,Developer F,2024-06-26,5.0 and up,7.4,No,No,757079.75,5.77
app98009,App_3175,Health & Fitness,3.8,66888,3641797,356.14,0.0,Everyone,Free,Developer J,2024-10-02,4.1 and up,4.0,No,No,1547861.42,2.49
app10389,App_6448,Education,2.1,310449,3445011,451.3,0.0,Everyone,Free,Developer D,2024-02-20,6.0 and up,6.3,No,Yes,635753.84,2.52
app58001,App_4958,Education,4.5,62757,2964038,421.12,0.0,Everyone 10+,Free,Developer G,2024-01-19,8.0 and up,2.5,No,No,1582211.26,7.84
app34507,App_7847,Photography,2.4,285103,8697330,104.24,0.0,Everyone 10+,Free,Developer C,2024-08-07,5.0 and up,7.4,Yes,Yes,3034055.49,3.84
app81733,App_2904,Shopping,1.1,39539,3141158,434.36,2.35,Teen,Paid,Developer B,2024-04-29,6.0 and up,4.0,Yes,Yes,8163413.7,5.83
app63017,App_7981,Finance,1.3,127868,997615,146.16,0.0,Teen,Free,Developer J,2024-05-17,10.0 and up,6.3,No,Yes,10240.11,7.27
app69651,App_4256,Finance,4.4,346359,9402144,436.83,11.66,Everyone,Paid,Developer E,2024-06-24,5.0 and up,7.4,No,Yes,113452520.98,1.25
app61552,App_9763,Finance,3.8,83738,1840507,85.7,0.0,Mature 17+,Free,Developer G,2024-12-17,4.1 and up,6.3,Yes,No,993076.98,7.19
app50763,App_5776,Music,2.9,208153,1943665,314.54,0.0,Everyone,Free,Developer D,2024-12-14,6.0 and up,3.2,Yes,No,0.0,1.59
app51072,App_6058,Photography,2.4,166663,4917012,204.67,0.0,Everyone,Free,Developer D,2024-02-27,10.0 and up,2.5,Yes,No,0.0,5.73
app66221,App_3718,Finance,5.0,389788,428512,258.8,0.0,Teen,Free,Developer G,2024-06-11,4.1 and up,6.3,Yes,No,79406.2,3.52
app94151,App_6198,Shopping,3.8,446554,2474139,450.99,0.6,Everyone 10+,Paid,Developer J,2024-03-21,6.0 and up,7.4,No,Yes,1795476.57,7.68
app89087,App_6431,Music,4.5,377161,6176229,221.75,0.0,Everyone 10+,Free,Developer B,2024-11-15,9.0 and up,5.1,No,Yes,5710320.49,7.57
app29811,App_7737,Game,1.2,151769,6957596,476.69,0.0,Everyone,Free,Developer C,2024-03-11,5.0 and up,3.2,Yes,No,2323436.17,3.61
app58986,App_1445,Shopping,2.8,265250,5623491,85.32,19.29,Everyone,Paid,Developer G,2024-01-12,8.0 and up,1.0,Yes,No,110466819.98,5.02
app43355,App_5582,Productivity,1.6,235212,6216253,275.04,0.0,Everyone 10+,Free,Developer J,2024-12-09,6.0 and up,4.0,No,No,229950.94,5.84
app78826,App_2732,Game,1.1,158846,2838810,388.91,0.0,Mature 17+,Free,Developer D,2024-04-28,5.0 and up,2.5,No,Yes,261169.68,8.77
app69131,App_6479,Social,3.0,41894,94310,70.44,15.06,Everyone,Paid,Developer C,2024-06-12,10.0 and up,6.3,Yes,Yes,1424415.2,5.17
app31095,App_7018,Game,3.6,144817,4279096,394.94,8.76,Teen,Paid,Developer A,2024-04-10,7.0 and up,1.0,Yes,Yes,38019378.74,7.78
app29881,App_3284,Health & Fitness,3.4,317003,5093752,88.92,1.21,Everyone 10+,Paid,Developer H,2024-08-01,8.0 and up,6.3,Yes,No,8932210.91,7.99
app89392,App_5366,Education,2.8,264847,9384746,13.64,0.0,Teen,Free,Developer J,2024-02-18,8.0 and up,6.3,No,No,212380.27,3.21
app99728,App_2815,Music,1.4,201836,3143865,139.54,12.87,Mature 17+,Paid,Developer J,2024-07-22,6.0 and up,1.0,No,No,41055362.55,4.39
app56950,App_1911,Productivity,3.7,178414,8713781,290.31,0.0,Everyone 10+,Free,Developer F,2024-08-14,5.0 and up,6.3,Yes,Yes,3028792.1,3.37
app61988,App_2143,Education,4.5,143351,6014748,324.45,14.86,Teen,Paid,Developer C,2024-03-30,9.0 and up,7.4,Yes,No,93137844.61,5.16
app52293,App_1175,Shopping,1.4,340906,4161741,253.67,0.0,Mature 17+,Free,Developer A,2024-12-22,9.0 and up,6.3,No,Yes,1454663.99,9.84
app16407,App_3286,Education,4.8,22153,8556198,322.63,0.0,Everyone,Free,Developer C,2024-12-22,10.0 and up,4.0,Yes,Yes,868088.48,1.76
app64079,App_9576,Game,2.3,98591,6913730,302.73,0.0,Everyone 10+,Free,Developer H,2024-08-19,4.1 and up,3.2,Yes,Yes,3529059.88,9.53
app73770,App_3602,Education,2.1,237687,5358629,168.39,0.0,Mature 17+,Free,Developer I,2024-07-30,10.0 and up,2.5,No,No,4065058.89,3.46
app80329,App_3443,Shopping,2.0,36549,9256909,226.41,4.1,Mature 17+,Paid,Developer I,2024-02-16,9.0 and up,2.5,No,Yes,42072492.2,5.38
app96249,App_2019,Health & Fitness,1.3,53616,2199855,407.45,0.0,Mature 17+,Free,Developer F,2024-05-08,10.0 and up,1.0,Yes,Yes,524340.65,4.62
app78192,App_4978,Travel,2.6,59469,5667886,374.27,0.0,Mature 17+,Free,Developer H,2024-11-06,8.0 and up,6.3,No,No,954975.7,9.03
app97243,App_6026,Finance,1.7,198988,8740189,345.18,17.17,Everyone,Paid,Developer E,2024-06-26,7.0 and up,3.2,Yes,No,151227127.2,6.1
app20359,App_2309,Travel,4.8,37563,8980928,422.68,0.0,Teen,Free,Developer C,2024-10-05,5.0 and up,6.3,Yes,Yes,3204257.71,2.63
app66454,App_5261,Photography,3.4,139409,9847156,96.28,0.0,Everyone 10+,Free,Developer B,2024-06-03,8.0 and up,3.2,No,No,0.0,6.13
app55329,App_9997,Productivity,4.0,27744,9156751,498.78,0.0,Everyone 10+,Free,Developer G,2024-05-09,4.1 and up,3.2,Yes,Yes,3191679.24,3.82
app97866,App_5944,Social,3.0,478172,7602252,124.5,18.42,Everyone 10+,Paid,Developer F,2024-08-17,10.0 and up,1.0,Yes,No,141479337.08,4.86
app91643,App_1145,Finance,3.0,188874,528954,165.91,10.25,Teen,Paid,Developer I,2024-09-03,9.0 and up,2.5,No,Yes,5421778.5,1.48
app82486,App_7658,Music,2.7,261930,3069372,288.09,3.43,Everyone,Paid,Developer B,2024-12-02,6.0 and up,6.3,No,Yes,12671745.42,2.15
app93644,App_3138,Photography,1.5,30297,4199760,355.2,15.83,Teen,Paid,Developer C,2024-06-07,5.0 and up,4.0,Yes,Yes,66554238.1,8.25
app54089,App_5737,Photography,4.2,224341,8411544,480.0,1.0,Mature 17+,Paid,Developer H,2024-12-03,7.0 and up,4.0,No,No,13181650.38,4.3
app55121,App_9404,Music,3.9,30094,4158679,168.41,0.0,Teen,Free,Developer B,2024-12-21,8.0 and up,6.3,No,Yes,0.0,7.53
app52899,App_9159,Education,1.7,386013,2317360,300.54,0.0,Everyone,Free,Developer I,2024-09-19,5.0 and up,1.0,Yes,Yes,270372.41,1.27
app99325,App_3226,Education,4.5,127712,8516402,285.78,5.55,Everyone 10+,Paid,Developer J,2024-11-18,7.0 and up,7.4,Yes,No,53496035.28,5.68
app18693,App_1446,Game,3.7,20045,4731259,384.63,0.0,Mature 17+,Free,Developer E,2024-08-20,5.0 and up,4.0,Yes,No,2710545.68,6.6
app47577,App_8940,Music,2.5,373709,9698244,142.41,5.0,Mature 17+,Paid,Developer F,2024-10-07,9.0 and up,2.5,No,Yes,51430465.8,2.13
app91843,App_4878,Social,3.3,445547,7794242,116.95,0.0,Mature 17+,Free,Developer B,2024-06-24,8.0 and up,3.2,No,No,5138063.73,4.21
app71737,App_6697,Game,1.0,79407,3751449,410.1,0.0,Everyone 10+,Free,Developer I,2024-07-30,5.0 and up,6.3,No,No,380615.45,9.66
app56976,App_3677,Travel,2.5,62525,5108110,436.87,0.0,Mature 17+,Free,Developer A,2024-06-06,8.0 and up,4.0,No,Yes,892592.98,5.89
app76271,App_2902,Music,4.0,108394,6842064,241.28,1.18,Everyone,Paid,Developer H,2024-10-07,4.1 and up,7.4,Yes,Yes,9336098.92,7.56
app11659,App_4652,Shopping,3.8,295368,5824808,16.55,19.93,Everyone 10+,Paid,Developer A,2024-10-02,4.1 and up,6.3,Yes,Yes,119020754.15,3.81
app32139,App_1546,Productivity,1.3,347324,4638454,180.63,0.0,Mature 17+,Free,Developer D,2024-08-31,8.0 and up,3.2,Yes,No,214323.88,9.74
app82210,App_8970,Music,1.1,460939,6100131,327.23,16.48,Teen,Paid,Developer G,2024-10-12,7.0 and up,3.2,Yes,Yes,101027375.57,9.48
app52329,App_3397,Travel,3.1,196879,370972,277.52,0.0,Mature 17+,Free,Developer C,2024-11-01,7.0 and up,6.3,Yes,Yes,80843.96,8.03
app68808,App_9595,Music,3.3,311526,3477214,27.42,10.91,Teen,Paid,Developer I,2024-01-30,5.0 and up,5.1,No,No,39534054.99,2.5
app84211,App_1259,Finance,3.2,257551,474212,393.64,17.27,Mature 17+,Paid,Developer I,2024-03-16,10.0 and up,3.2,No,No,8363367.62,6.29
app87414,App_9550,Shopping,3.7,197382,9240127,235.35,7.58,Mature 17+,Paid,Developer I,2024-10-27,7.0 and up,6.3,No,No,72137797.63,6.02
app28414,App_2932,Music,2.4,94037,1769349,310.14,18.54,Teen,Paid,Developer G,2024-08-15,10.0 and up,7.4,No,No,33085619.14,7.68
app91379,App_6791,Education,4.5,392410,7941268,6.48,0.0,Everyone,Free,Developer F,2024-12-18,8.0 and up,3.2,Yes,No,2697489.85,7.67
app63188,App_3532,Social,4.0,488946,5441971,424.9,19.97,Everyone,Paid,Developer G,2024-05-19,9.0 and up,5.1,No,Yes,109671497.46,3.12
app25187,App_7711,Photography,4.8,248105,2666818,230.05,0.0,Teen,Free,Developer D,2024-08-20,10.0 and up,3.2,No,Yes,44381.09,5.19
app65958,App_6007,Shopping,3.7,311277,2841864,186.94,0.0,Teen,Free,Developer F,2024-05-05,4.1 and up,6.3,No,No,2283325.18,4.28
app11672,App_6023,Finance,4.8,265128,9212530,263.4,0.05,Everyone 10+,Paid,Developer I,2024-02-03,4.1 and up,5.1,Yes,Yes,460626.5,7.0
app25829,App_7100,Productivity,2.4,470361,1299657,333.74,12.28,Everyone 10+,Paid,Developer H,2024-03-05,8.0 and up,3.2,Yes,No,16123080.45,9.97
app63008,App_4498,Social,1.8,412872,8599266,173.44,9.45,Everyone 10+,Paid,Developer J,2024-10-30,9.0 and up,7.4,Yes,No,81892339.17,6.72
app84445,App_1979,Productivity,3.9,107409,6352705,345.88,0.0,Teen,Free,Developer J,2024-10-27,8.0 and up,6.3,Yes,Yes,0.0,9.31
app40487,App_9252,Game,4.3,453727,5450536,320.21,13.38,Everyone 10+,Paid,Developer I,2024-05-16,9.0 and up,4.0,Yes,Yes,73978005.09,5.56
app86749,App_1697,Photography,1.4,284621,9878757,110.99,19.92,Mature 17+,Paid,Developer C,2024-02-26,4.1 and up,3.2,Yes,No,197113401.6,4.19
app32141,App_9285,Education,1.9,31493,5950068,194.27,13.94,Mature 17+,Paid,Developer C,2024-07-17,10.0 and up,2.5,No,No,83465000.38,3.57
app72465,App_7582,Social,2.8,233832,4334779,338.48,18.64,Everyone 10+,Paid,Developer F,2024-10-25,7.0 and up,5.1,Yes,Yes,80841388.55,9.91
app71849,App_6130,Travel,3.2,306145,9932114,133.71,1.33,Everyone 10+,Paid,Developer J,2024-04-01,7.0 and up,1.0,No,No,13209711.62,3.52
app26259,App_4009,Productivity,3.0,363605,6746393,138.71,8.69,Teen,Paid,Developer A,2024-09-24,8.0 and up,3.2,Yes,Yes,61046222.19,6.92
app55514,App_1137,Game,5.0,494988,2101414,259.46,6.84,Everyone 10+,Paid,Developer E,2024-05-19,4.1 and up,7.4,No,No,14951759.48,7.39
app23464,App_2438,Social,4.0,286011,3824509,416.47,0.0,Everyone 10+,Free,Developer B,2024-07-22,6.0 and up,1.0,Yes,Yes,1245422.19,4.48
app64094,App_5445,Shopping,3.4,30848,9127136,83.71,14.75,Everyone,Paid,Developer B,2024-04-20,4.1 and up,1.0,No,No,134950825.41,9.03
app79216,App_5326,Health & Fitness,2.8,116819,1704824,260.42,7.14,Everyone 10+,Paid,Developer G,2024-11-18,8.0 and up,2.5,No,Yes,12971365.23,9.5
app42441,App_2890,Social,2.6,26608,6239187,328.93,17.48,Everyone 10+,Paid,Developer D,2024-05-12,6.0 and up,2.5,No,Yes,109060988.76,4.69
app18656,App_4985,Travel,5.0,283750,9761002,91.62,0.0,Teen,Free,Developer J,2024-03-11,4.1 and up,6.3,Yes,No,1366409.75,7.86
app53181,App_2333,Productivity,4.0,323,7040633,147.99,18.31,Teen,Paid,Developer E,2024-07-05,6.0 and up,5.1,Yes,No,135557157.89,7.93
app74318,App_1835,Health & Fitness,3.7,109272,7594806,276.91,9.02,Everyone 10+,Paid,Developer D,2024-03-14,10.0 and up,4.0,No,Yes,68607376.71,8.48
app51769,App_6262,Finance,4.7,452149,9934019,416.6,0.0,Mature 17+,Free,Developer J,2024-05-12,6.0 and up,7.4,No,No,658769.16,4.29
app70416,App_9243,Shopping,4.2,62606,3801043,83.95,18.74,Everyone,Paid,Developer J,2024-01-12,10.0 and up,6.3,No,Yes,72003741.2,3.57
app64626,App_7808,Productivity,3.7,142501,3033750,219.04,0.0,Everyone,Free,Developer C,2024-12-20,8.0 and up,5.1,No,Yes,39301.61,7.7
app29150,App_7664,Music,2.4,123601,8773049,80.76,13.71,Teen,Paid,Developer E,2024-08-22,4.1 and up,2.5,No,No,124545418.07,7.5
app77625,App_5442,Social,2.8,133544,568527,157.24,0.0,Mature 17+,Free,Developer A,2024-04-01,9.0 and up,5.1,Yes,Yes,65467.46,1.14
app35709,App_5176,Shopping,4.1,190315,6848104,186.21,12.37,Everyone 10+,Paid,Developer J,2024-01-08,10.0 and up,5.1,No,Yes,86582483.28,5.91
app49765,App_4914,Education,4.0,320122,6316433,424.87,12.46,Everyone,Paid,Developer I,2024-12-04,6.0 and up,1.0,Yes,No,81221494.12,4.84
app80845,App_2026,Game,3.4,498945,4419843,128.0,2.43,Teen,Paid,Developer C,2024-07-01,9.0 and up,6.3,No,Yes,10981461.46,6.82
app72912,App_8900,Finance,3.1,363298,216065,434.68,4.69,Mature 17+,Paid,Developer C,2024-10-31,10.0 and up,7.4,Yes,Yes,1013344.85,9.24
app76459,App_8246,Social,2.6,355443,1681264,234.93,0.0,Mature 17+,Free,Developer I,2024-07-09,5.0 and up,3.2,Yes,Yes,0.0,9.57
app91188,App_2537,Health & Fitness,1.9,359601,1924199,389.25,0.0,Everyone 10+,Free,Developer J,2024-08-10,8.0 and up,6.3,Yes,No,411425.42,8.35
app87219,App_5270,Game,3.8,36523,9754692,408.52,6.73,Teen,Paid,Developer A,2024-03-27,7.0 and up,1.0,No,Yes,67568552.41,2.31
